Order_ID,Order_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Year,Month,Profit_Margin
ORD-2020-0202,2020-03-08 08:00:00,First Class,Corporate,Central,Furniture,Chairs,761.94,2,0.2,48.89,2020,3,6.42
ORD-2020-0203,2020-03-08 16:00:00,Standard Class,Corporate,Central,Office Supplies,Binders,34.86,4,0.4,6.78,2020,3,19.45
ORD-2020-0204,2020-03-09 00:00:00,First Class,Corporate,South,Office Supplies,Art,97.74,5,0.0,16.23,2020,3,16.61
ORD-2020-0205,2020-03-09 08:00:00,Second Class,Home Office,Central,Technology,Machines,417.3,9,0.1,51.58,2020,3,12.36
ORD-2020-0206,2020-03-09 16:00:00,Standard Class,Consumer,East,Office Supplies,Art,153.09,11,0.1,48.9,2020,3,31.94
ORD-2020-0207,2020-03-10 00:00:00,Second Class,Home Office,South,Technology,Copiers,1303.01,1,0.1,211.45,2020,3,16.23
ORD-2020-0208,2020-03-10 08:00:00,Same Day,Corporate,West,Furniture,Furnishings,1013.11,3,0.1,82.87,2020,3,8.18
ORD-2020-0209,2020-03-10 16:00:00,Standard Class,Home Office,South,Furniture,Furnishings,638.17,5,0.0,70.38,2020,3,11.03
ORD-2020-0210,2020-03-11 00:00:00,Standard Class,Corporate,East,Furniture,Furnishings,881.1,3,0.2,76.02,2020,3,8.63
ORD-2020-0211,2020-03-11 08:00:00,First Class,Home Office,East,Furniture,Chairs,970.1,4,0.1,85.03,2020,3,8.77
ORD-2020-0212,2020-03-11 16:00:00,Standard Class,Home Office,Central,Technology,Copiers,775.79,14,0.0,143.22,2020,3,18.46
ORD-2020-0213,2020-03-12 00:00:00,Second Class,Corporate,South,Furniture,Chairs,855.12,3,0.2,56.84,2020,3,6.65
ORD-2020-0214,2020-03-12 08:00:00,First Class,Home Office,South,Office Supplies,Paper,103.62,4,0.1,15.23,2020,3,14.7
ORD-2020-0215,2020-03-12 16:00:00,Same Day,Consumer,South,Office Supplies,Binders,99.37,14,0.0,24.46,2020,3,24.62
ORD-2020-0216,2020-03-13 00:00:00,Second Class,Home Office,West,Office Supplies,Art,101.89,13,0.4,22.51,2020,3,22.09
ORD-2020-0217,2020-03-13 08:00:00,Same Day,Home Office,Central,Technology,Machines,475.54,13,0.4,12.67,2020,3,2.66
ORD-2020-0218,2020-03-13 16:00:00,Same Day,Consumer,East,Furniture,Tables,747.19,1,0.1,59.4,2020,3,7.95
ORD-2020-0219,2020-03-14 00:00:00,Same Day,Corporate,East,Furniture,Chairs,809.83,12,0.0,76.14,2020,3,9.4
ORD-2020-0220,2020-03-14 08:00:00,Standard Class,Consumer,Central,Furniture,Tables,610.75,8,0.2,30.18,2020,3,4.94
ORD-2020-0221,2020-03-14 16:00:00,Second Class,Home Office,East,Technology,Machines,783.57,4,0.1,139.06,2020,3,17.75
ORD-2020-0222,2020-03-15 00:00:00,Second Class,Corporate,East,Office Supplies,Fasteners,149.7,7,0.0,23.28,2020,3,15.55
ORD-2020-0223,2020-03-15 08:00:00,Standard Class,Home Office,Central,Office Supplies,Binders,143.37,2,0.1,17.47,2020,3,12.19
ORD-2020-0224,2020-03-15 16:00:00,First Class,Home Office,East,Furniture,Tables,671.12,2,0.1,65.56,2020,3,9.77
ORD-2020-0225,2020-03-16 00:00:00,Same Day,Consumer,South,Office Supplies,Storage,116.0,6,0.1,39.65,2020,3,34.18
ORD-2020-0226,2020-03-16 08:00:00,Second Class,Consumer,West,Office Supplies,Binders,38.64,14,0.1,7.45,2020,3,19.28
ORD-2020-0227,2020-03-16 16:00:00,Standard Class,Corporate,Central,Technology,Accessories,944.47,2,0.2,120.05,2020,3,12.71
ORD-2020-0228,2020-03-17 00:00:00,Same Day,Corporate,West,Technology,Phones,331.6,6,0.4,19.47,2020,3,5.87
ORD-2020-0229,2020-03-17 08:00:00,First Class,Corporate,East,Technology,Phones,1137.48,11,0.1,203.45,2020,3,17.89
ORD-2020-0230,2020-03-17 16:00:00,First Class,Home Office,East,Technology,Accessories,1151.21,2,0.2,162.33,2020,3,14.1
ORD-2020-0231,2020-03-18 00:00:00,Same Day,Consumer,South,Furniture,Tables,490.31,4,0.3,25.96,2020,3,5.29
ORD-2020-0232,2020-03-18 08:00:00,First Class,Consumer,Central,Technology,Copiers,1002.19,7,0.1,173.5,2020,3,17.31
ORD-2020-0233,2020-03-18 16:00:00,Second Class,Consumer,East,Office Supplies,Binders,207.27,8,0.1,43.67,2020,3,21.07
ORD-2020-0234,2020-03-19 00:00:00,Second Class,Corporate,Central,Furniture,Chairs,837.73,3,0.2,74.1,2020,3,8.85
ORD-2020-0235,2020-03-19 08:00:00,Second Class,Consumer,Central,Office Supplies,Storage,200.56,14,0.1,35.13,2020,3,17.52
ORD-2020-0236,2020-03-19 16:00:00,First Class,Consumer,Central,Office Supplies,Fasteners,141.93,13,0.3,10.88,2020,3,7.67
ORD-2020-0237,2020-03-20 00:00:00,Second Class,Consumer,Central,Office Supplies,Binders,55.61,9,0.1,-2.02,2020,3,-3.63
ORD-2020-0238,2020-03-20 08:00:00,Standard Class,Corporate,Central,Technology,Phones,261.74,2,0.5,7.69,2020,3,2.94
ORD-2020-0239,2020-03-20 16:00:00,Second Class,Consumer,West,Technology,Phones,1089.94,8,0.0,207.07,2020,3,19.0
ORD-2020-0240,2020-03-21 00:00:00,Second Class,Corporate,South,Furniture,Tables,446.07,8,0.0,46.79,2020,3,10.49
ORD-2020-0241,2020-03-21 08:00:00,First Class,Consumer,Central,Furniture,Furnishings,541.36,13,0.2,38.1,2020,3,7.04
ORD-2020-0242,2020-03-21 16:00:00,Second Class,Consumer,West,Technology,Phones,891.55,14,0.0,167.52,2020,3,18.79
ORD-2020-0243,2020-03-22 00:00:00,Same Day,Consumer,East,Office Supplies,Fasteners,149.88,4,0.0,43.36,2020,3,28.93
ORD-2020-0244,2020-03-22 08:00:00,Standard Class,Corporate,Central,Furniture,Tables,946.88,1,0.0,109.86,2020,3,11.6
ORD-2020-0245,2020-03-22 16:00:00,First Class,Corporate,East,Technology,Phones,1373.24,13,0.0,278.23,2020,3,20.26
ORD-2020-0246,2020-03-23 00:00:00,Standard Class,Consumer,Central,Technology,Machines,1081.85,1,0.0,190.94,2020,3,17.65
ORD-2020-0247,2020-03-23 08:00:00,Same Day,Home Office,West,Technology,Machines,766.8,2,0.5,58.21,2020,3,7.59
ORD-2020-0248,2020-03-23 16:00:00,First Class,Corporate,West,Office Supplies,Art,126.17,14,0.0,39.01,2020,3,30.92
ORD-2020-0249,2020-03-24 00:00:00,First Class,Corporate,West,Technology,Phones,1316.06,12,0.2,203.81,2020,3,15.49
ORD-2020-0250,2020-03-24 08:00:00,Second Class,Consumer,South,Technology,Accessories,325.54,14,0.2,56.48,2020,3,17.35
ORD-2020-0251,2020-03-24 16:00:00,Standard Class,Home Office,East,Technology,Machines,1039.19,9,0.4,96.04,2020,3,9.24
ORD-2020-0252,2020-03-25 00:00:00,Same Day,Consumer,South,Technology,Accessories,1282.04,13,0.0,258.46,2020,3,20.16
ORD-2020-0253,2020-03-25 08:00:00,Same Day,Corporate,Central,Furniture,Tables,406.05,2,0.3,19.71,2020,3,4.85
ORD-2020-0254,2020-03-25 16:00:00,First Class,Corporate,East,Furniture,Bookcases,357.44,2,0.1,34.12,2020,3,9.55
ORD-2020-0255,2020-03-26 00:00:00,Second Class,Consumer,West,Technology,Accessories,815.02,6,0.2,107.01,2020,3,13.13
ORD-2020-0256,2020-03-26 08:00:00,First Class,Consumer,East,Office Supplies,Storage,63.13,7,0.2,15.39,2020,3,24.38
ORD-2020-0257,2020-03-26 16:00:00,First Class,Home Office,West,Furniture,Tables,256.43,13,0.3,-12.16,2020,3,-4.74
ORD-2020-0258,2020-03-27 00:00:00,First Class,Home Office,South,Technology,Machines,1226.03,7,0.0,245.63,2020,3,20.03
ORD-2020-0259,2020-03-27 08:00:00,First Class,Corporate,South,Furniture,Chairs,578.47,13,0.2,53.94,2020,3,9.32
ORD-2020-0260,2020-03-27 16:00:00,Same Day,Home Office,West,Furniture,Furnishings,783.09,9,0.1,67.51,2020,3,8.62
ORD-2020-0261,2020-03-28 00:00:00,Same Day,Home Office,West,Office Supplies,Storage,180.74,6,0.2,48.9,2020,3,27.06
ORD-2020-0262,2020-03-28 08:00:00,First Class,Corporate,Central,Technology,Machines,549.2,14,0.5,24.82,2020,3,4.52
ORD-2020-0263,2020-03-28 16:00:00,First Class,Corporate,South,Technology,Copiers,1171.4,8,0.0,244.31,2020,3,20.86
ORD-2020-0264,2020-03-29 00:00:00,Second Class,Corporate,South,Office Supplies,Storage,28.96,11,0.5,-6.97,2020,3,-24.07
ORD-2020-0265,2020-03-29 08:00:00,First Class,Corporate,Central,Office Supplies,Storage,183.53,6,0.0,55.5,2020,3,30.24
ORD-2020-0266,2020-03-29 16:00:00,Same Day,Consumer,South,Technology,Accessories,899.86,2,0.0,182.3,2020,3,20.26
ORD-2020-0267,2020-03-30 00:00:00,Standard Class,Corporate,West,Technology,Copiers,1765.09,1,0.0,350.82,2020,3,19.88
ORD-2020-0268,2020-03-30 08:00:00,Same Day,Corporate,East,Office Supplies,Binders,204.63,5,0.0,25.42,2020,3,12.42
ORD-2020-0269,2020-03-30 16:00:00,Second Class,Corporate,East,Furniture,Bookcases,577.98,14,0.2,37.92,2020,3,6.56
ORD-2020-0270,2020-03-31 00:00:00,Same Day,Home Office,South,Furniture,Furnishings,323.22,9,0.0,34.46,2020,3,10.66
ORD-2020-0271,2020-03-31 08:00:00,Standard Class,Corporate,Central,Office Supplies,Fasteners,211.88,8,0.0,61.26,2020,3,28.91
ORD-2020-0272,2020-03-31 16:00:00,First Class,Consumer,West,Furniture,Furnishings,599.87,14,0.4,39.6,2020,3,6.6
ORD-2020-0273,2020-04-01 00:00:00,Standard Class,Consumer,East,Office Supplies,Binders,53.84,13,0.3,27.75,2020,4,51.54
ORD-2020-0274,2020-04-01 08:00:00,First Class,Corporate,West,Furniture,Chairs,346.69,4,0.3,31.53,2020,4,9.09
ORD-2020-0275,2020-04-01 16:00:00,First Class,Consumer,South,Furniture,Chairs,695.39,5,0.3,32.63,2020,4,4.69
ORD-2020-0276,2020-04-02 00:00:00,Same Day,Home Office,South,Technology,Machines,462.27,13,0.2,61.67,2020,4,13.34
ORD-2020-0277,2020-04-02 08:00:00,Same Day,Corporate,East,Technology,Machines,1676.63,5,0.0,342.71,2020,4,20.44
ORD-2020-0278,2020-04-02 16:00:00,Same Day,Consumer,South,Furniture,Tables,562.07,6,0.1,52.97,2020,4,9.42
ORD-2020-0279,2020-04-03 00:00:00,Second Class,Consumer,Central,Furniture,Tables,229.63,3,0.2,32.36,2020,4,14.09
ORD-2020-0280,2020-04-03 08:00:00,Same Day,Corporate,South,Technology,Copiers,1523.62,5,0.0,329.52,2020,4,21.63
ORD-2020-0281,2020-04-03 16:00:00,Second Class,Consumer,South,Technology,Accessories,688.21,2,0.2,119.02,2020,4,17.29
ORD-2020-0282,2020-04-04 00:00:00,Same Day,Corporate,South,Technology,Phones,1089.75,10,0.0,232.89,2020,4,21.37
ORD-2020-0283,2020-04-04 08:00:00,First Class,Consumer,West,Office Supplies,Binders,62.46,1,0.0,20.89,2020,4,33.45
ORD-2020-0284,2020-04-04 16:00:00,Second Class,Home Office,West,Furniture,Bookcases,182.33,11,0.1,28.99,2020,4,15.9
ORD-2020-0285,2020-04-05 00:00:00,Standard Class,Consumer,East,Technology,Phones,1005.58,1,0.2,157.4,2020,4,15.65
ORD-2020-0286,2020-04-05 08:00:00,Second Class,Consumer,East,Furniture,Furnishings,643.66,10,0.1,53.24,2020,4,8.27
ORD-2020-0287,2020-04-05 16:00:00,Second Class,Corporate,East,Office Supplies,Binders,126.97,7,0.2,16.89,2020,4,13.3
ORD-2020-0288,2020-04-06 00:00:00,Standard Class,Consumer,South,Office Supplies,Binders,198.75,2,0.0,42.01,2020,4,21.14
ORD-2020-0289,2020-04-06 08:00:00,Second Class,Corporate,West,Technology,Copiers,1269.91,4,0.0,245.22,2020,4,19.31
ORD-2020-0290,2020-04-06 16:00:00,First Class,Home Office,Central,Office Supplies,Art,52.47,5,0.3,-6.61,2020,4,-12.6
ORD-2020-0291,2020-04-07 00:00:00,Same Day,Corporate,South,Furniture,Bookcases,448.62,7,0.2,33.9,2020,4,7.56
ORD-2020-0292,2020-04-07 08:00:00,Standard Class,Corporate,South,Technology,Phones,1658.84,2,0.0,321.77,2020,4,19.4
ORD-2020-0293,2020-04-07 16:00:00,Same Day,Consumer,South,Furniture,Furnishings,678.96,14,0.3,29.51,2020,4,4.35
ORD-2020-0294,2020-04-08 00:00:00,First Class,Home Office,Central,Furniture,Chairs,756.64,6,0.0,82.68,2020,4,10.93
ORD-2020-0295,2020-04-08 08:00:00,Standard Class,Corporate,East,Office Supplies,Binders,82.02,1,0.1,19.24,2020,4,23.46
ORD-2020-0296,2020-04-08 16:00:00,Same Day,Consumer,Central,Office Supplies,Fasteners,100.41,7,0.0,29.4,2020,4,29.28
ORD-2020-0297,2020-04-09 00:00:00,Same Day,Consumer,East,Office Supplies,Storage,149.11,9,0.2,39.75,2020,4,26.66
ORD-2020-0298,2020-04-09 08:00:00,First Class,Corporate,Central,Office Supplies,Storage,168.19,5,0.2,38.08,2020,4,22.64
ORD-2020-0299,2020-04-09 16:00:00,Same Day,Consumer,West,Office Supplies,Storage,174.28,5,0.0,58.76,2020,4,33.72
ORD-2020-0300,2020-04-10 00:00:00,First Class,Corporate,South,Technology,Accessories,1060.01,4,0.3,117.4,2020,4,11.08
ORD-2020-0301,2020-04-10 08:00:00,Second Class,Corporate,South,Furniture,Furnishings,869.99,3,0.1,90.07,2020,4,10.35
ORD-2020-0302,2020-04-10 16:00:00,First Class,Corporate,South,Furniture,Tables,349.7,9,0.0,38.57,2020,4,11.03
ORD-2020-0303,2020-04-11 00:00:00,Second Class,Home Office,East,Furniture,Chairs,623.94,5,0.0,64.08,2020,4,10.27
ORD-2020-0304,2020-04-11 08:00:00,Standard Class,Corporate,Central,Furniture,Chairs,352.98,8,0.0,49.91,2020,4,14.14
ORD-2020-0305,2020-04-11 16:00:00,Same Day,Consumer,West,Office Supplies,Fasteners,87.05,9,0.0,13.04,2020,4,14.98
ORD-2020-0306,2020-04-12 00:00:00,First Class,Home Office,Central,Furniture,Chairs,962.33,5,0.1,102.03,2020,4,10.6
ORD-2020-0307,2020-04-12 08:00:00,First Class,Consumer,South,Technology,Accessories,706.54,10,0.3,74.9,2020,4,10.6
ORD-2020-0308,2020-04-12 16:00:00,Same Day,Home Office,West,Technology,Copiers,992.73,9,0.1,156.58,2020,4,15.77
ORD-2020-0309,2020-04-13 00:00:00,Same Day,Home Office,West,Furniture,Furnishings,378.45,2,0.0,44.38,2020,4,11.73
ORD-2020-0310,2020-04-13 08:00:00,Standard Class,Home Office,South,Furniture,Bookcases,512.27,9,0.0,47.45,2020,4,9.26
ORD-2020-0311,2020-04-13 16:00:00,Standard Class,Home Office,Central,Technology,Accessories,645.37,11,0.0,149.33,2020,4,23.14
ORD-2020-0312,2020-04-14 00:00:00,First Class,Consumer,South,Technology,Phones,548.35,4,0.1,88.89,2020,4,16.21
ORD-2020-0313,2020-04-14 08:00:00,Standard Class,Corporate,Central,Office Supplies,Storage,134.07,6,0.2,26.61,2020,4,19.85
ORD-2020-0314,2020-04-14 16:00:00,Second Class,Consumer,West,Technology,Machines,685.33,6,0.0,122.81,2020,4,17.92
ORD-2020-0315,2020-04-15 00:00:00,Standard Class,Corporate,West,Office Supplies,Paper,133.12,6,0.2,31.43,2020,4,23.61
ORD-2020-0316,2020-04-15 08:00:00,Standard Class,Consumer,South,Office Supplies,Paper,36.18,2,0.3,-2.8,2020,4,-7.74
ORD-2020-0317,2020-04-15 16:00:00,First Class,Home Office,West,Office Supplies,Art,61.52,7,0.1,20.01,2020,4,32.53
ORD-2020-0318,2020-04-16 00:00:00,Second Class,Home Office,East,Office Supplies,Binders,66.44,13,0.3,4.85,2020,4,7.3
ORD-2020-0319,2020-04-16 08:00:00,Standard Class,Corporate,West,Office Supplies,Paper,143.47,6,0.1,10.02,2020,4,6.98
ORD-2020-0320,2020-04-16 16:00:00,Second Class,Corporate,East,Furniture,Tables,700.67,11,0.2,50.36,2020,4,7.19
ORD-2020-0321,2020-04-17 00:00:00,Second Class,Consumer,West,Technology,Accessories,867.67,14,0.1,148.37,2020,4,17.1
ORD-2020-0322,2020-04-17 08:00:00,Second Class,Corporate,South,Office Supplies,Storage,116.24,1,0.1,33.51,2020,4,28.83
ORD-2020-0323,2020-04-17 16:00:00,Same Day,Consumer,South,Technology,Machines,1386.78,2,0.0,292.92,2020,4,21.12
ORD-2020-0324,2020-04-18 00:00:00,Same Day,Corporate,East,Technology,Copiers,323.73,7,0.0,83.87,2020,4,25.91
ORD-2020-0325,2020-04-18 08:00:00,Same Day,Corporate,South,Office Supplies,Binders,108.22,1,0.0,35.7,2020,4,32.99
ORD-2020-0326,2020-04-18 16:00:00,Same Day,Corporate,West,Furniture,Furnishings,916.84,1,0.1,80.72,2020,4,8.8
ORD-2020-0327,2020-04-19 00:00:00,First Class,Home Office,West,Office Supplies,Fasteners,160.64,1,0.0,25.89,2020,4,16.12
ORD-2020-0328,2020-04-19 08:00:00,Standard Class,Home Office,South,Furniture,Bookcases,322.34,8,0.4,14.91,2020,4,4.63
ORD-2020-0329,2020-04-19 16:00:00,Same Day,Consumer,West,Technology,Machines,1326.63,4,0.2,187.88,2020,4,14.16
ORD-2020-0330,2020-04-20 00:00:00,First Class,Corporate,Central,Furniture,Bookcases,875.36,4,0.1,72.42,2020,4,8.27
ORD-2020-0331,2020-04-20 08:00:00,Standard Class,Consumer,Central,Furniture,Furnishings,464.9,13,0.0,52.82,2020,4,11.36
ORD-2020-0332,2020-04-20 16:00:00,Same Day,Corporate,West,Furniture,Tables,591.7,2,0.3,43.76,2020,4,7.4
ORD-2020-0333,2020-04-21 00:00:00,Standard Class,Home Office,South,Technology,Accessories,835.54,11,0.3,83.73,2020,4,10.02
ORD-2020-0334,2020-04-21 08:00:00,Same Day,Home Office,East,Technology,Machines,721.43,11,0.2,92.66,2020,4,12.84
ORD-2020-0335,2020-04-21 16:00:00,First Class,Corporate,South,Furniture,Tables,566.96,11,0.0,55.3,2020,4,9.75
ORD-2020-0336,2020-04-22 00:00:00,Second Class,Corporate,East,Furniture,Tables,489.2,1,0.1,35.43,2020,4,7.24
ORD-2020-0337,2020-04-22 08:00:00,Second Class,Home Office,South,Office Supplies,Art,163.43,12,0.0,24.45,2020,4,14.96
ORD-2020-0338,2020-04-22 16:00:00,Standard Class,Home Office,West,Furniture,Chairs,642.41,10,0.0,54.28,2020,4,8.45
ORD-2020-0339,2020-04-23 00:00:00,First Class,Consumer,Central,Office Supplies,Art,165.1,9,0.2,16.57,2020,4,10.04
ORD-2020-0340,2020-04-23 08:00:00,Second Class,Home Office,South,Furniture,Furnishings,695.68,7,0.2,60.78,2020,4,8.74
ORD-2020-0341,2020-04-23 16:00:00,Same Day,Corporate,East,Office Supplies,Paper,48.59,4,0.1,27.35,2020,4,56.29
ORD-2020-0342,2020-04-24 00:00:00,Second Class,Consumer,Central,Technology,Machines,882.18,12,0.3,86.09,2020,4,9.76
ORD-2020-0343,2020-04-24 08:00:00,Standard Class,Corporate,East,Furniture,Chairs,424.03,6,0.1,41.5,2020,4,9.79
ORD-2020-0344,2020-04-24 16:00:00,Standard Class,Consumer,West,Furniture,Furnishings,713.53,14,0.1,69.39,2020,4,9.72
ORD-2020-0345,2020-04-25 00:00:00,First Class,Corporate,Central,Furniture,Chairs,880.13,2,0.0,73.09,2020,4,8.3
ORD-2020-0346,2020-04-25 08:00:00,Standard Class,Home Office,East,Furniture,Chairs,258.5,7,0.4,11.95,2020,4,4.62
ORD-2020-0347,2020-04-25 16:00:00,Second Class,Corporate,South,Office Supplies,Storage,131.37,2,0.0,58.18,2020,4,44.29
ORD-2020-0348,2020-04-26 00:00:00,Second Class,Consumer,West,Furniture,Furnishings,234.19,10,0.4,16.14,2020,4,6.89
ORD-2020-0349,2020-04-26 08:00:00,Second Class,Corporate,West,Technology,Machines,264.96,8,0.3,26.69,2020,4,10.07
ORD-2020-0350,2020-04-26 16:00:00,Second Class,Consumer,West,Technology,Machines,867.71,8,0.0,167.94,2020,4,19.35
ORD-2020-0351,2020-04-27 00:00:00,First Class,Corporate,South,Furniture,Bookcases,506.65,1,0.1,22.84,2020,4,4.51
ORD-2020-0352,2020-04-27 08:00:00,Same Day,Home Office,South,Technology,Phones,1255.25,13,0.3,142.78,2020,4,11.37
ORD-2020-0353,2020-04-27 16:00:00,Same Day,Home Office,Central,Furniture,Furnishings,581.72,8,0.1,68.92,2020,4,11.85
ORD-2020-0354,2020-04-28 00:00:00,First Class,Corporate,South,Furniture,Tables,320.14,2,0.4,4.67,2020,4,1.46
ORD-2020-0355,2020-04-28 08:00:00,Standard Class,Corporate,Central,Technology,Phones,702.43,6,0.4,36.84,2020,4,5.24
ORD-2020-0356,2020-04-28 16:00:00,Same Day,Corporate,West,Furniture,Bookcases,259.89,13,0.1,15.45,2020,4,5.94
ORD-2020-0357,2020-04-29 00:00:00,Standard Class,Consumer,Central,Technology,Phones,1568.25,1,0.1,275.42,2020,4,17.56
ORD-2020-0358,2020-04-29 08:00:00,Same Day,Corporate,East,Office Supplies,Storage,100.2,5,0.4,5.73,2020,4,5.72
ORD-2020-0359,2020-04-29 16:00:00,Standard Class,Corporate,West,Furniture,Bookcases,763.87,11,0.2,45.27,2020,4,5.93
ORD-2020-0360,2020-04-30 00:00:00,First Class,Consumer,West,Office Supplies,Binders,74.1,7,0.0,18.72,2020,4,25.26
ORD-2020-0361,2020-04-30 08:00:00,Second Class,Home Office,Central,Technology,Copiers,914.22,13,0.0,185.14,2020,4,20.25
ORD-2020-0362,2020-04-30 16:00:00,Standard Class,Corporate,West,Office Supplies,Paper,112.08,10,0.1,9.93,2020,4,8.86
ORD-2020-0363,2020-05-01 00:00:00,Second Class,Corporate,South,Office Supplies,Storage,122.62,1,0.4,10.09,2020,5,8.23
ORD-2020-0364,2020-05-01 08:00:00,Standard Class,Home Office,East,Technology,Copiers,211.3,2,0.3,18.27,2020,5,8.65
ORD-2021-0365,2020-05-01 16:00:00,Standard Class,Home Office,Central,Office Supplies,Storage,80.14,7,0.2,7.61,2020,5,9.5
ORD-2021-0366,2020-05-02 00:00:00,Standard Class,Consumer,Central,Office Supplies,Art,236.25,6,0.0,48.89,2020,5,20.69
ORD-2021-0367,2020-05-02 08:00:00,Standard Class,Corporate,West,Technology,Copiers,1012.33,3,0.0,211.88,2020,5,20.93
ORD-2021-0368,2020-05-02 16:00:00,Standard Class,Corporate,South,Office Supplies,Fasteners,81.55,14,0.3,4.77,2020,5,5.85
ORD-2021-0369,2020-05-03 00:00:00,Second Class,Consumer,West,Technology,Accessories,479.74,10,0.0,76.0,2020,5,15.84
ORD-2021-0370,2020-05-03 08:00:00,Standard Class,Home Office,West,Office Supplies,Fasteners,234.83,2,0.0,61.35,2020,5,26.13
ORD-2021-0371,2020-05-03 16:00:00,Second Class,Consumer,Central,Technology,Accessories,330.04,10,0.0,73.26,2020,5,22.2
ORD-2021-0372,2020-05-04 00:00:00,First Class,Home Office,West,Technology,Machines,1124.62,4,0.2,149.49,2020,5,13.29
ORD-2021-0373,2020-05-04 08:00:00,Same Day,Consumer,East,Office Supplies,Paper,116.23,3,0.4,6.03,2020,5,5.19
ORD-2021-0374,2020-05-04 16:00:00,Standard Class,Home Office,West,Office Supplies,Paper,88.73,7,0.0,15.69,2020,5,17.68
ORD-2021-0375,2020-05-05 00:00:00,Same Day,Consumer,West,Office Supplies,Binders,156.88,8,0.1,29.87,2020,5,19.04
ORD-2021-0376,2020-05-05 08:00:00,Second Class,Home Office,Central,Furniture,Bookcases,234.34,2,0.2,27.47,2020,5,11.72
ORD-2021-0377,2020-05-05 16:00:00,First Class,Home Office,West,Furniture,Chairs,228.52,10,0.5,4.57,2020,5,2.0
ORD-2021-0378,2020-05-06 00:00:00,First Class,Home Office,South,Furniture,Bookcases,987.9,7,0.0,107.19,2020,5,10.85
ORD-2021-0379,2020-05-06 08:00:00,First Class,Home Office,Central,Technology,Copiers,1437.33,8,0.1,234.66,2020,5,16.33
ORD-2021-0380,2020-05-06 16:00:00,Same Day,Home Office,West,Office Supplies,Fasteners,145.53,6,0.1,27.09,2020,5,18.61
ORD-2021-0381,2020-05-07 00:00:00,Second Class,Corporate,East,Technology,Machines,742.18,6,0.3,91.18,2020,5,12.29
ORD-2021-0382,2020-05-07 08:00:00,Standard Class,Home Office,East,Furniture,Furnishings,323.37,10,0.1,19.43,2020,5,6.01
ORD-2021-0383,2020-05-07 16:00:00,Standard Class,Corporate,Central,Office Supplies,Fasteners,52.62,1,0.0,23.28,2020,5,44.24
ORD-2021-0384,2020-05-08 00:00:00,Second Class,Home Office,Central,Technology,Copiers,381.18,4,0.2,47.08,2020,5,12.35
ORD-2021-0385,2020-05-08 08:00:00,Same Day,Corporate,West,Office Supplies,Paper,68.38,14,0.2,8.75,2020,5,12.8
ORD-2021-0386,2020-05-08 16:00:00,Standard Class,Corporate,South,Technology,Accessories,812.51,1,0.0,179.2,2020,5,22.06
ORD-2021-0387,2020-05-09 00:00:00,Second Class,Consumer,West,Office Supplies,Binders,81.33,4,0.3,6.82,2020,5,8.39
ORD-2021-0388,2020-05-09 08:00:00,Standard Class,Home Office,East,Furniture,Bookcases,546.32,2,0.0,56.09,2020,5,10.27
ORD-2021-0389,2020-05-09 16:00:00,First Class,Consumer,South,Furniture,Chairs,395.15,11,0.1,39.75,2020,5,10.06
ORD-2021-0390,2020-05-10 00:00:00,Standard Class,Consumer,South,Office Supplies,Art,127.75,13,0.1,29.41,2020,5,23.02
ORD-2021-0391,2020-05-10 08:00:00,Same Day,Home Office,South,Technology,Machines,1230.34,5,0.2,174.8,2020,5,14.21
ORD-2021-0392,2020-05-10 16:00:00,Second Class,Consumer,West,Furniture,Tables,431.73,10,0.1,36.13,2020,5,8.37
ORD-2021-0393,2020-05-11 00:00:00,Same Day,Home Office,East,Furniture,Bookcases,799.67,14,0.3,30.96,2020,5,3.87
ORD-2021-0394,2020-05-11 08:00:00,Second Class,Consumer,Central,Furniture,Tables,858.67,9,0.2,63.59,2020,5,7.41
ORD-2021-0395,2020-05-11 16:00:00,First Class,Home Office,West,Office Supplies,Storage,57.88,11,0.2,2.8,2020,5,4.84
ORD-2021-0396,2020-05-12 00:00:00,Second Class,Home Office,Central,Office Supplies,Art,157.8,12,0.2,35.37,2020,5,22.41
ORD-2021-0397,2020-05-12 08:00:00,Standard Class,Home Office,South,Technology,Copiers,929.5,10,0.2,143.85,2020,5,15.48
ORD-2021-0398,2020-05-12 16:00:00,Standard Class,Corporate,South,Technology,Phones,1149.86,3,0.0,211.92,2020,5,18.43
ORD-2021-0399,2020-05-13 00:00:00,First Class,Consumer,West,Technology,Phones,797.91,8,0.1,149.38,2020,5,18.72
ORD-2021-0400,2020-05-13 08:00:00,Second Class,Corporate,East,Office Supplies,Binders,84.14,3,0.4,4.3,2020,5,5.11
ORD-2021-0401,2020-05-13 16:00:00,First Class,Consumer,South,Office Supplies,Paper,119.44,6,0.0,28.55,2020,5,23.9
ORD-2021-0402,2020-05-14 00:00:00,Standard Class,Consumer,Central,Technology,Phones,887.68,4,0.2,115.15,2020,5,12.97
ORD-2021-0403,2020-05-14 08:00:00,Same Day,Consumer,Central,Technology,Copiers,620.96,8,0.5,32.93,2020,5,5.3
ORD-2021-0404,2020-05-14 16:00:00,First Class,Corporate,West,Office Supplies,Storage,174.86,11,0.0,44.38,2020,5,25.38
